no,kod_masco,tajuk_pekerjaan
4301,8111-01,Pelombong
4302,8111-06,"Pengumpul Sampel, Lombong"
4303,8111-08,Pengumpul Sampel Kuari
4304,8111-09,Tukang Kayu Bawah Tanah
4305,8111-13,Pelombong Arang Batu
4306,8112,Operator Loji Pemprosesan Galian Dan Batu
4307,8112-01,"Operator Mesin, Pemprosesan Batu"
4308,8112-06,Operator Pengasing Magnet
4309,8112-07,Pekerja Pengapungan Galian
4310,8112-08,Pengolah Bijih Timah
4311,8112-10,"Operator Loji Pemprosesan, Galian dan Batu"
4312,8112-11,Operator Loji Pencampuran
4313,8112-13,Pengendali Mesin Penghancur (Pemprosesan Mineral atau Batu)
4314,8113,Penggerudi Dan Pengorek Telaga Dan Pekerja Yang Berkaitan
4315,8113-03,"Operator, Peralatan Gerudi Telaga"
4316,8113-05,"Operator, Peralatan Menarik Telaga Minyak dan Gas"
4317,8113-06,"Operator Mesin, Peralatan Gerudi Telaga"
4318,8113-07,Penggerudi
4319,8113-13,Penolak Alat
4320,8113-18,Operator Perkhidmatan
4321,8113-19,"Pembantu Operator – L&PI,II"
4322,8114,"Operator Mesin Produk Simen, Batu, Dan Galian Lain"
4323,8114-10,"Operator Mesin, Penggilap Batu"
4324,812,Operator Loji Pemprosesan Dan Pengemas Logam
4325,8121,Operator Loji Pemprosesan Logam
4326,8121-01,Operator Relau
4327,8121-14,"Operator Mesin, Acuan Tuang"
4328,8121-28,Penarik Dawai
4329,8121-29,Penarik Paip dan Tiub Tanpa Kelim
4330,8121-32,Penggelek Keluli
4331,8122,"Operator Mesin Pengemas, Penyadur, Dan Penyalut Logam"
4332,8122-02,Penyadur Elektroplat
4333,8122-03,"Operator Mesin, Pencelupan Logam"
4334,8122-04,Penyadur Celup Panas
4335,8122-08,"Pembagas Pasir, Logam"
4336,8122-09,"Operator Mesin, Kemasan Barangan Logam Tuang"
4337,8122-10,Pekerja Kemasan Tuangan
4338,8122-11,Pembersih Logam
4339,8122-13,Operator Pengoksida
4340,8122-14,Operator Acuan
4341,813,Operator Mesin Dan Loji Produk Kimia Dan Fotografi
4342,8131,Operator Mesin Dan Loji Produk Kimia
4343,8131-01,"Operator Mesin, Pembancuh Cat"
4344,8131-04,"Operator Mesin, Penghalus Proses Kimia"
4345,8131-05,"Operator Pengisar Gelek, Proses Kimia"
4346,8131-06,"Operator Penghancur, Proses Kimia"
4347,8131-07,"Pembancuh Belerang, Proses Kimia"
4348,8131-08,"Operator Loji Pengolahan Haba, Proses Kimia"
4349,8131-09,"Operator Pengering, Proses Kimia"
4350,8131-10,"Operator Peralatan Masak, Proses Kimia"
4351,8131-12,"Operator Retort, Proses Kimia"
4352,8131-13,Operator Semburan Kering Proses Kimia
4353,8131-14,Operatur Tanur Proses Kimia
4354,8131-15,"Pekerja Relau, Simen"
4355,8131-17,"Tukang Masak, Proses Kimia"
4356,8131-18,"Operator Penekan, Penurasan Proses Kimia"
4357,8131-19,"Operator Mesin, Pengayak, Proses Kimia"
4358,8131-20,"Operator Pengasing, Proses Kimia"
4359,8131-21,Operator Peralatan Merawat Minyak Mentah
4360,8131-22,Penuras Dram Putar
4361,8131-23,Operator Loji Asid
4362,8131-24,Operator Loji Baja
4363,8131-25,"Operator Mesin, Peluntur Kimia"
4364,8131-26,Operator Vakum Pan Kimia (Kecuali Petroleum dan Gas Asli)
4365,8131-27,Operator Penukar Proses Kimia (Kecuali Petroleum dan Gas Asli)
4366,8131-28,Operator Penyejat
4367,8131-29,Operator Penyulingan Kelompok (Proses Kimia Kecuali Petroleum dan Gas Asli)
4368,8131-30,Operator Penyulingan Proses Kimia
4369,8131-31,Operator Penyulingan Berterusan (Proses Kimia Kecuali Petroleum dan Gas Asli)
4370,8131-32,Operator Penyulingan Turpentin
4371,8131-33,Operator Tanur Arang
4372,8131-34,Pembakar Sulfur
4373,8131-35,Pembuat Busa Kimia
4374,8131-36,Pembuat Yarn Sintetik
4375,8131-37,Penukar Reaktor (Proses Kimia)
4376,8131-38,Penyadur Enamel Kimia
4377,8131-41,"Operator Mesin, Pengeluaran Coke"
4378,8131-45,"Operator Mesin, Pembasuhan Kimia dan Bahan Berkaitan"
4379,8132,Operator Mesin Produk Fotografi
4380,8132-05,"Operator Mesin, Mesin Pemprosesan Filem"
4381,8132-10,"Operator Mesin, Produk Fotografi"
4382,8132-14,"Operator, Kamera Wayang Gambar"
4383,8132-19,Pekerja Kemasan Foto
4384,8132-22,Pemproses Foto
4385,814,"Operator Mesin Produk Getah, Plastik, Dan Kertas"
4386,8141,Operator Mesin Produk Getah
4387,8141-01,"Operator Mesin, Pengisar Getah"
4388,8141-02,"Operator Mesin, Penyembul Getah"
4389,8141-03,"Operator Mesin, Penekan Acuan Getah"
4390,8141-04,"Operator Mesin, Kalender Getah"
4391,8141-05,"Operator Mesin, Pemotong Getah"
4392,8141-06,"Operator Mesin, Pengeluaran Tayar"
4393,8141-08,"Operator Mesin, Pengeluaran Cop Getah"
4394,8141-09,"Operator Mesin, Produk Getah"
4395,8141-10,Pembuat Beg Udara
4396,8141-11,Pembuat Busa Getah
4397,8141-12,Pembuat Hos
4398,8141-13,"Operator Mesin, Busa Getah"
4399,8141-14,Pembentuk Getah
4400,8141-16,Pembeku Getah
4401,8141-21,Pekerja Proses Getah Cebis
4402,8141-22,"Operator Mesin, Pelapis Getah"
4403,8142,Operator Mesin Produk Plastik
4404,8142-01,"Operator Mesin, Pembancuh Plastik"
4405,8142-07,"Operator Mesin, Ukir Timbul Plastik"
4406,8143,Operator Mesin Produk Kertas
4407,8143-01,"Operator Mesin, Pengeluaran Karton dan Kotak Kertas"
4408,8143-09,"Operator Mesin, Pengeluaran Beg Kertas"
4409,8143-11,"Operator Mesin, Penyalut"
4410,815,"Operator Mesin Produk Tekstil, Bulu, Dan Kulit"
4411,8151,"Operator Mesin Penyedia Gentian, Pemintal, Dan Pelilit"
4412,8151-01,"Operator Mesin, Pemintal Benang dan Yarn"
4413,8152,Operator Mesin Tenun Dan Kait
4414,8152-01,"Operator Mesin, Penggulung Benang (Menenun Tekstil)"
4415,8152-08,Pemasang Mesin Tenun
4416,8152-13,"Penyulam, Mesin"
4417,8153,Operator Mesin Jahit
4418,8153-01,Operator Mesin Jahit
4419,8153-04,"Operator Mesin Jahit, Sulaman"
4420,8154,"Operator Mesin Peluntur, Pencelup, Dan Pencuci Fabrik"
4421,8154-01,"Operator Mesin, Peluntur Tekstil"
4422,8154-02,"Operator Mesin, Pencelup"
4423,8154-05,"Operator Mesin, Pencelup Tekstil"
4424,8155,Operator Mesin Penyedia Bulu Dan Kulit
4425,8155-01,"Operator Mesin, Pemproses Belulang"
4426,8156,Operator Mesin Membuat Kasut Dan Yang Berkaitan
4427,8156-01,"Operator Mesin, Pengeluaran Kasut"
4428,8156-05,"Operator Mesin, Pengeluaran Kasut Khas/Orang Kurang Upaya"
4429,8156-06,"Operator Mesin, Pengeluaran Bagasi"
4430,8156-07,"Operator Mesin, Pengeluaran Beg Tangan"
4431,8156-08,"Operator Mesin, Pengeluaran Tali Pinggang"
4432,8156-09,"Operator Mesin, Pengeluaran Abah-abah"
4433,8157,Operator Mesin Dobi
4434,8157-02,"Operator Mesin, Pencucian"
4435,8159,"Operator Mesin Produk Tekstil, Bulu, Dan Kulit Yang Tidak Dikelaskan Di Mana-Mana"
4436,8159-01,"Operator Mesin, Pemotong Pakaian"
4437,8159-05,"Operator Mesin, Pengeluaran Tilam"
4438,8159-07,"Operator Mesin, Pembuat Pola Tekstil"
4439,8159-08,"Operator Mesin, Pelipat Pakaian"
4440,816,Operator Mesin Produk Makanan Dan Yang Berkaitan
4441,8161,Operator Mesin Produk Makanan Dan Yang Berkaitan
4442,8161-03,"Operator Mesin, Pemproses Makanan"
4443,8161-08,"Operator Mesin, Pengetinan Daging Makanan"
4444,8161-09,"Operator Mesin, Pengetinan Ikan"
4445,8161-11,"Operator Mesin, Pemproses Produk Tenusu"
4446,8161-18,Pengasing Krim Tenusu
4447,8161-19,Atendan Pengisar Bijian
4448,8161-21,Pembantu Pengisar
4449,8161-22,Pencampur Rempah
4450,8161-26,Pengisar Minyak Kelapa Sawit
4451,8161-29,Pengisar Rempah
4452,8161-40,"Operator Mesin, Pengeluaran Sagu"
4453,8161-41,Atendan Penstril Kelapa Sawit
4454,8161-42,"Operator Mesin, Penekan Buah-Buahan"
4455,8161-51,"Operator Mesin, Pengetinan Makanan"
4456,8161-52,Operator Loji Majerin
4457,8161-53,Operator Loji Pemeringkatan
4458,8161-54,Pembakar Kacang
4459,8161-57,Pengawet Sos dan Rempah-Ratus
4460,8161-59,Operator Pemprosesan dan Penapisan Gula
4461,8161-60,Atendan Pempastur (Bru)
4462,8161-68,"Operator Tanur, Pemaltan Arak"
4463,8161-73,"Operator Mesin, Bru"
4464,8161-86,Penggiling Makanan
4465,817,Operator Loji Pemprosesan Kayu Dan Pembuatan Kertas
4466,8171,Operator Loji Pulpa Dan Pembuatan Kertas
4467,8171-01,Operator Pencerna Pulpa
4468,8171-03,Operator Pemukul Pulpa
4469,8171-04,"Operator Mesin, Pengisar Kayu"
4470,8171-05,"Operator Mesin, Peluntur"
4471,8171-06,"Pemotong, Pulpa Kertas"
4472,8171-08,"Operator Mesin, Pembuatan Kertas"
4473,8171-10,"Operator, Loji Pulpa Kertas"
4474,8171-11,Operator Injap
4475,8171-12,Operator Kertas Pulp
4476,8172,Operator Loji Pemprosesan Kayu
4477,8172-01,Operator Kilang Papan
4478,8172-06,"Operator Larik, Pemotong Venier"
4479,8172-09,Penyusun Teras Papan Lapis
4480,8172-10,Operator Penekan Papan Lapis
4481,8172-11,"Operator Mesin, Pengering Kayu"
4482,8172-17,Operator Pelekat Kayu
4483,8173,Operator Mesin Produk Kayu
4484,8173-01,"Operator Larik, Kerja Kayu"
4485,8173-02,Pemesin Kayu
4486,8173-06,"Operator, Penghalus"
4487,8173-07,"Operator Mesin, Pengeluaran Perabot"
4488,818,Operator Mesin Dan Loji Pegun Yang Lain
4489,8181,Operator Loji Kaca Dan Seramik
4490,8181-01,"Operator Mesin, Pencampur Tanah Liat"
4491,8181-07,Operator Relau Penyepuh Lindapan Kaca
4492,8181-08,Operator Tanur Bata dan Jubin
4493,8181-12,Operator Tanur Tembikar dan Porselin
4494,8181-27,Pembancuh Tanah Liat
4495,8181-28,Pembuat Tanah Liat Tembikar
4496,8181-29,Pembuat Gentian Kaca
4497,8181-30,Pembuat Penggilap
4498,8181-31,Pembuat Tiub Kaca
4499,8181-32,Pencampur Kaca
4500,8181-33,Penggilap Plat Kaca
4501,8182,Operator Enjin Dan Dandang Stim
4502,8182-01,Operator Loji Gred H11
4503,8182-02,Pendandang
4504,8182-03,"Operator Dandang, Kapal"
4505,8182-04,"Operator Kebakaran, Kapal"
4506,8182-05,Operator Loji Dandang Stim
4507,8182-08,Boilerman (Juru Dandang) Gred K2
4508,8182-09,Orang Yang Kompeten (OYK) - Drebar Enjin Stim
4509,8182-10,Orang Yang Kompeten (OYK) - Drebar Enjin Pembakaran Dalam
4510,8183,"Operator Mesin Pembungkus, Pembotol, Dan Pelabel"
4511,8183-01,Operator Karton
4512,8183-03,Pekerja Pembungkus
4513,8183-11,"Operator Mesin, Pengisi Bekas"
4514,8189,Operator Mesin Dan Loji Pegun Lain Yang Tidak Dikelaskan Di Mana-Mana
4515,8189-01,Operator Mesin
4516,8189-09,"Operator Mesin, Peralatan Menanda Jalan"
4517,8189-10,Ketua Operator
4518,8189-11,Operator Pengeluaran Produk Elektronik
4519,8189-12,Operator Mesin Gred K2
4520,8189-13,Operator Pengeluaran Gred K3
4521,8189-15,Operator Mesin Edger
4522,8189-16,Pemasang Produk
4523,82,Pemasang
4524,821,Pemasang
4525,8211,Pemasang Jentera Mekanikal
4526,8211-01,Pemasang
4527,8211-05,"Pemasang, Pesawat"
4528,8211-13,"Pemasang, Jentera Perindustrian"
4529,8211-16,Fomen Mekanikal
4530,8211-21,"Pemasang, Kenderaan"
4531,8211-23,Pemasangan Mekatronik
4532,8212,Pemasang Kelengkapan Elektrik Dan Elektronik
4533,8212-01,"Pemasang, Peralatan Elektrik"
4534,8212-02,"Pemasang, Peralatan Elektronik"
4535,8212-03,"Pemasang, Semikonduktor"
4536,8213,"Pemasang Produk Kulit, Logam, Getah, Dan Plastik"
4537,8213-01,"Pemasang, Produk Kulit"
4538,8213-02,"Pemasang, Produk Logam"
4539,8213-03,"Pemasang, Produk Getah"
4540,8213-04,"Pemasang, Produk Plastik"
4541,8213-06,"Pemasang, Payung"
4542,8219,Pemasang Yang Tidak Dikelaskan Di Mana-Mana
4543,8219-01,"Pemasang, Produk Kayu"
4544,8219-02,"Pemasang, Produk Komposit"
4545,8219-03,"Pemasang, Produk Tekstil"
4546,8219-07,Pengemas Perabot (Kayu)
4547,8219-08,"Pemasang, Barang Kemas"
4548,8219-11,"Pemasang, Produk Paperboard"
4549,822,Operator-Pengeset Peralatan-Mesin
4550,8221,Operator-Pengeset Peralatan-Mesin
4551,8221-01,"Operator, Mesin Pembentuk Logam"
4552,8221-04,"Operator, Mesin Pengeluaran Kabel"
4553,8221-05,"Operator, Mesin Penekan Logam Kecuali Penempaan"
4554,8221-07,"Operator, Mesin Penekan Pengecap Logam"
4555,8221-20,"Operator, Mesin Pengeluaran Alat Permainan Logam"
4556,8221-21,"Operator, Mesin Pengeluaran Barangan Dawai"
4557,8221-22,"Operator, Mesin Pengeluaran Dandang"
4558,8221-23,"Operator, Mesin Pengeluaran Jam"
4559,8221-24,"Operator, Mesin Pengeluaran Nat Logam"
4560,8221-26,"Operator, Mesin Pengeluaran Paku"
4561,8221-28,"Operator, Mesin Pengeluaran Penukar Tertib"
4562,8221-38,"Operator, Mesin Peniup Teras"
4563,8221-43,"Operator, Mesin Syiling Logam"
4564,8221-44,"Operator, Pengeset Mesin Kerja Logam"
4565,8221-45,Pembuat Teras Mesin Foundri
4566,8221-46,Penggelek dan Pengukir Plat Cetak Logam Mesin
4567,8221-47,Operator-Pengeset
4568,8221-54,"Operator, Mesin Pelarik"
4569,8221-55,Operator Mesin Penekan
4570,83,Pemandu Dan Operator Loji Bergerak
4571,831,Pemandu Enjin Lokomotif Dan Pekerja Yang Berkaitan
4572,8311,Pemandu Enjin Lokomotif
4573,8311-01,Pemandu Lokomotif Gred A13
4574,8311-02,Pemandu Kereta Api
4575,8311-10,Pemandu Lokomotif Gred A19
4576,8312,"Operator Brek, Isyarat, Dan Suis Landasan Keretapi"
4577,8312-01,"Pekerja Lansing, Kereta Api"
4578,8312-02,"Jurusemboyan, Kereta Api"
4579,8312-03,"Pelangsir, Kereta Api"
4580,8312-04,Pekerja Yard
4581,8312-05,"Pengganding Yard, Kereta Api"
4582,8312-06,"Penyimpang, Kereta Api"
4583,8312-07,"Penjaga Pintu Pagar, Kereta Api"
4584,8312-08,Operator Mesin Pelukis Jalan
4585,832,"Pemandu Kereta, Van, Dan Motosikal"
4586,8321,Penunggang (Pemandu) Motosikal
4587,8321-01,Penunggang Motosikal
4588,8321-02,Penghantar Cepat
4589,8321-04,Pemandu Motosikal Roda Tiga
4590,8322,"Pemandu Kereta, Teksi, Dan Van"
4591,8322-01,Pemandu Kenderaan Gred H11
4592,8322-02,Pembantu Am (Pemandu Kenderaan) Gred 1
4593,8322-03,Pembantu Am (Pemanduan) Gred 1
4594,8322-04,Pemandu Teksi
4595,8322-05,Pemandu
4596,8322-08,Joki Kereta
4597,8322-11,Pemandu Ambulans
4598,8322-12,Pemandu Gred K3
4599,8322-13,Pemandu e-Hailing
4600,833,Pemandu Trak Berat Dan Bas
4601,8331,Pemandu Bas Dan Trem
4602,8331-01,Pemandu Bas
4603,8332,Pemandu Trak Berat Dan Lori
4604,8332-01,Pemandu Lori
4605,8332-02,Kelindan Lori
4606,8332-10,Pemandu/Operator Jentera Pemunggah Gred H11
4607,8332-14,Operator Sistem Bahan Bakar Pesawat Udara
4608,834,"Orang Yang Bertanggugjawab (OYB) (Kren Menara, Mesin Angkat Barang & Penumpang))"
4609,8341,Operator Loji Bergerak Bagi Ladang Dan Perhutanan
4610,8341-01,"Operator, Peralatan Ladang Bermotor"
4611,8342,Operator Loji Tolak Tanah Dan Yang Berkaitan
4612,8342-01,"Operator, Jengkaut"
4613,8342-02,"Operator, Mesin Penggali Parit"
4614,8342-16,Pekerja Konrit Terowong
4615,8342-19,Pekerja Pembinaan Jalan
4616,8343,"Operator Loji Kren, Takal Dan Yang Berkaitan"
4617,8343-01,"Orang Yang Kompeten (OYK) - Operator, Kren"
4618,8343-02,"Operator, Takal"
4619,8343-04,"Operator, Lif Pengendalian Bahan"
4620,8343-05,"Operator, Kereta Kabel"
4621,8343-06,"Operator, Kren Bangunan"
4622,8343-07,"Operator, Kren Bergerak"
4623,8343-08,"Orang Yang Bertanggungjawab (OYB) (Kren Menara, Mesin Angkat Barang dan Penumpang)"
4624,8343-09,Orang Yang Bertanggungjawab (OYB) (Pelantar Kerja dan Gondola)
4625,8344,Operator Trak Angkat
4626,8344-01,"Operator, Trak Forklift"
4627,8344-02,"Operator, Trak Perindustrian"
4628,8344-03,"Operator, Trak Angkat"
4629,8344-04,Pemandu Forklift
4630,835,Kelasi Kapal Dan Pekerja Yang Berkaitan
4631,8351,Kelasi Kapal Dan Pekerja Yang Berkaitan
4632,8351-01,Jurumudi
4633,8351-08,Kelasi
4634,8351-09,Pembantu Perkapalan
4635,8351-13,Pengawal Pelantar
4636,8351-14,Pengendali Bot Penyelamat
4637,8351-15,Penjaga Rumah Api
4638,8351-16,Serang
4639,8351-19,Juruminyak Enjin
4640,8351-20,Pengelap Mesin
4642,91,Pencuci dan Pembantu
4643,911,"Pencuci Dan Pembantu Rumah, Hotel, Dan Pejabat"
4644,9111,Pencuci Dan Pembantu Domestik
4645,9111-02,Orang Gaji
4646,9111-07,Pencuci Pakaian Rumah
4647,9112,"Pencuci Dan Pembantu Di Pejabat, Hotel, Dan Pertubuhan Lain"
4648,9112-01,Pengemas Bilik
4649,9112-04,Tukang Cuci
4650,9112-07,Bellboy
4651,9112-08,Pekerja Perkhidmatan Pengemasan dan Penyajian
4652,9112-09,Pembersih Pesawat (Dalaman)
4653,9112-10,Pembersih Kenderaan (Dalaman)
4654,912,"Pencuci Kenderaan Dan Tetingkap, Pekerja Dobi, Dan Pekerja Pencucian Tangan Yang Lain"
4655,9121,Tukang Dobi Dan Tukang Seterika (Tangan)
4656,9121-01,Pekerja Dobi dan Pencucian Kering
4657,9121-02,Tukang Seterika
4658,9122,Pencuci Kenderaan
4659,9122-01,Pencuci Kenderaan
4660,9122-04,"Pembasuh, Auto-Pengamplasan"
4661,9123,Pencuci Permukaan Dan Tetingkap
4662,9123-01,Pencuci Tetingkap
4663,9129,Pekerja Pencucian Lain Yang Tidak Dikelaskan Di Mana-Mana
4664,9129-01,Pekerja Kelengkapan Dandanan Diri
4665,9129-02,Pekerja Pencucian
4666,9129-03,Pencuci Permaidani
4667,9129-04,Pencuci Kolam Renang
4668,9129-05,Pencuci Grafiti
4669,9129-06,"Pencuci Tangan, Pembuatan"
4670,9129-07,Pembersih Sungai
4671,9129-08,Pembersih Kumbahan
4672,92,"Buruh Pertanian, Perhutanan, Penternakan, dan Perikanan"
4673,921,"Buruh Pertanian, Perhutanan, Penternakan, Dan Perikanan"
4674,9211,Buruh Ladang Tanaman
4675,9211-01,Buruh Tanaman Ladang
4676,9211-09,Pekerja Pembajaan
4677,9211-10,Pekerja Penuai
4678,9211-11,Pemetik Buah
4679,9211-12,Pemetik Sayur-sayuran
4680,9211-14,Penoreh Getah
4681,9211-20,Penyadap Kelapa
4682,9211-21,Pekerja Estet
4683,9211-23,Pengupas Buah
4684,9211-25,Penimbang Getah Skrap
4685,9212,Buruh Ladang Ternakan
4686,9212-01,Buruh Ladang Ternakan
4687,9212-03,"Buruh Ladang Ternakan, Tenusu"
4688,9212-04,"Buruh Ladang Ternakan, Poltri"
4689,9212-05,Pemungut Telur
4690,9213,Buruh Ladang Tanaman Dan Ternakan Campuran
4691,9213-01,Buruh Ladang
4692,9213-02,Pekerja Kebun
4693,9213-03,Pekerja Ladang
4694,9214,Buruh Kebun Dan Hortikultur
4695,9214-01,Pemotong Rumput
4696,9214-02,Pemotong Pokok
4697,9214-03,Pekerja Penyelenggaraan Padang Permainan
4698,9214-04,Pekerja Penyelenggaraan Padang Golf
4699,9214-06,Buruh Kebun
4700,9214-07,Buruh Hortikultur
4701,9214-08,Buruh Nurseri
4702,9215,Buruh Perhutanan
4703,9215-01,Buruh Perhutanan
4704,9215-02,Buruh Pemburuan
4705,9215-04,Penebang Pokok
4706,9215-05,Penyemai Pokok
4707,9216,Buruh Perikanan Dan Akuakultur
4708,9216-01,Buruh Perikanan
4709,9219,"Buruh Pertanian, Perhutanan, Penternakan, Dan Perikanan Yang Tidak Dikelaskan Di Mana-Mana"
4710,9219-01,Buruh Sangkar Buaya
4711,9219-02,Buruh Sangkar Ular
4712,93,"Buruh Perlombongan, Pembinaan, Pembuatan, dan Pengangkutan"
4713,931,Buruh Perlombongan Dan Pembinaan
4714,9311,Buruh Perlombongan Dan Perkuarian
4715,9311-02,Buruh Perlombongan
4716,9311-06,Pekerja Pemasiran
4717,9311-07,Pekerja Batu
4718,9312,Buruh Kejuruteraan Awam
4719,9312-01,Buruh Pembinaan (Kejuruteraan Awam)
4720,9312-02,Buruh Penyelenggaraan (Empangan)
4721,9312-03,"Pekerja Tapak, Am"
4722,9312-04,Pekerja Acuan Pembinaan
4723,9312-05,Pekerja Cerucuk
4724,9312-06,Buruh Jentera Tolak Tanah
4725,9312-07,Pekerja Landasan Kereta api
4726,9312-08,Buruh Binaan (Minyak dan Gas)
4727,9313,Buruh Pembinaan Bangunan
4728,9313-01,Pengandar Raga
4729,9313-02,Buruh Penyelenggaraan
4730,9313-04,Buruh Penggalian
4731,9313-05,Pembersih Tanah
4732,9313-06,Tukang Pembinaan Bangunan
4733,9313-07,Buruh Perobohan
4734,932,Buruh Pembuatan
4735,9321,Buruh Pembuatan
4736,9321-01,Pembungkus (Tangan)
4737,9321-04,Buruh Pembuatan
4738,9321-05,Pengisih
4739,9321-06,Pelilit Lingkaran Tangan
4740,9321-07,Buruh Pemasangan
4741,9321-08,Pembancuh Tangan
4742,9321-09,Pembuat Karton dan Kotak Kertas Tangan
4743,9321-10,Tukang Nyala Rumah Asap
4744,9321-12,Pembantu Kilang
4745,9321-13,Pengendali Bahan Mentah
4746,9329,Buruh Pembuatan Yang Tidak Dikelaskan Di Mana-Mana
4747,933,Buruh Pengangkutan Dan Penyimpanan
4748,9331,Pengayuh Kenderaan Tangan Atau Berpedal
4749,9331-02,Pengayuh Kenderaan Berpedal
4750,9332,Pemandu Kenderaan Dan Jentera Tarikan-Haiwan
4751,9332-01,Pemandu Kenderaan Tarikan-Haiwan
4752,9333,Pekerja Pengangkutan Barang Dan Buruh Penyimpanan
4753,9333-01,Pekerja Pengangkutan Barang
4754,9333-02,Buruh Limbungan
4755,9333-03,Pekerja Limbungan
4756,9333-04,Pemunggah Kapal
4757,9333-05,Pengendali Kargo Barang Angkut Produk
4758,9333-06,Pekerja Muatan Barang Kereta api dan Kenderaan
4759,9333-07,Pekerja Muatan Barang Kapal Terbang
4760,9333-08,Pekerja Muatan Barang Bot (Cecair dan Gas)
4761,9333-09,Porter Gudang
4762,9333-10,Pengendali Bahan
4763,9333-11,Pengendali Perabot
4764,9333-13,Atendan Stor
4765,9333-15,Pekerja Stor
4766,9333-16,Pekerja Gudang
4767,9334,Pengisi Rak
4768,9334-01,Pengisi Rak
4769,94,Pembantu Penyediaan Makanan
4770,941,Pembantu Penyediaan Makanan
4771,9411,Penyedia Makanan Segera
4772,9411-01,Penyedia Makanan Segera
4773,9411-04,Kru Restoran
4774,9411-05,Sandwichsta
4775,9412,Pembantu Dapur
4776,9412-01,Pembantu Dapur
4777,9412-02,Pencuci Pinggan Mangkuk
4778,9412-03,Penolong Dapur
4779,9412-04,Porter Dapur
4780,9412-05,Atendan Pantri
4781,9412-06,Pembantu Tukang Masak Gred K3
4782,9412-07,Pembantu Gerai Makan
4783,9412-08,Pembantu Penyediaan Makanan
4784,95,Pekerja Perkhidmatan Tepi Jalan dan Pekerja Jualan Dan Yang Berkaitan
4785,951,Pekerja Perkhidmatan Tepi Jalan Dan Yang Berkaitan
4786,9511,Pekerja Perkhidmatan Tepi Jalan Dan Pekerja Yang Berkaitan
4787,9511-01,Pencuci Kereta Jalanan
4788,9511-02,Budak Suruhan
4789,9511-03,Penjaga Kereta
4790,9511-04,Pengedar Risalah
4791,952,Penjual Tepi Jalan (Tidak Termasuk Makanan)
4792,9521,Penjual Tepi Jalan (Tidak Termasuk Makanan)
4793,9521-03,Penjaja
4794,96,Pekerja Asas Lain
4795,961,Pemungut Sampah
4796,9611,Pemungut Sampah
4797,9611-04,Pemungut Barang Buangan
4798,9612,Pengisih Barang Buangan Dan Barang Kitar Semula
4799,9612-01,Pengisih Sampah
4800,9613,Tukang Sapu Dan Buruh Yang Berkaitan
4801,9613-01,Tukang Sapu Jalan
4802,9613-03,Tukang Sapu Lantai
4803,9613-04,Buruh Kerja Rencam
4804,9613-06,"Pekerja Pembersih, Mesin Penyedut"
4805,962,Pekerja Asas Yang Lain
4806,9621,"Penghantar Mesej Dan Bungkusan, Dan Porter Bagasi"
4807,9621-01,Pembantu Am (Penghantar Notis) Gred 1
4808,9621-02,Penghantar Notis Gred N11
4809,9621-03,Pembantu Am (Sokongan) Gred 1
4810,9621-04,Penghantar Mesej Khidmat Kiriman Cepat
4811,9621-05,Porter Bagasi
4812,9621-06,Budak Pejabat
4813,9621-07,Pencari Dokumen
4814,9621-08,Penghantar Surat Khabar
4815,9621-09,Kedi Golf
4816,9621-10,Pembantu Penghantaran
4817,9621-11,Penampal Poster
4818,9621-12,Penghantar Dokumen
4819,9621-13,Pengangkut Barang
4820,9621-14,Budak Bilik
4821,9621-15,Porter
4822,9621-16,Penghantar
4823,9621-17,Penghantar Pos
4824,9621-18,Penolak Troli
4825,9621-19,Pembantu Am
4826,9621-20,Pembantu Bahagian
4827,9622,Pekerja Rencam
4828,9622-01,Pembantu Am (Perkhidmatan) Gred 1
4829,9622-02,Pekerja Rencam Pekerjaan Asas
4830,9622-03,Pekerja Am
4831,9622-04,Pekerja Rencam Pelbagai Pekerjaan Asas
4832,9622-05,Pekerja Am Gred K3
4833,9622-06,Kru Pengeluaran
4834,9622-07,Pembantu Pengeluaran
4835,9622-08,Pembantu Penyelenggaraan
4836,9622-09,Pembantu Awam Gred H11
4837,9623,Pembaca Meter Dan Pemungut Wang Mesin-Layan Diri
4838,9623-01,Pembaca Meter
4839,9623-02,Pemungut Wang Mesin-Layan diri
4840,9624,Pengangkat Air Dan Pemungut Kayu Api
4841,9624-01,Pemungut Kayu Api
4842,9625,Atendan
4843,9625-01,Atendan
4844,9625-03,Atendan Hospital
4845,9625-04,Atendan Veterinar
4846,9625-05,Atendan Tempat Letak Kereta
